review_text,aspect_triplets,new_triplets,reasoning
Bahçesindeki kedilerinin birbirini kovalamasi ise mutluluktan midenizde kelebekler uçurtuyor!,"[('Bahçesindeki kedilerinin', 'AMBIENCE#GENERAL', 'positive')]","[['Bahçesindeki kedilerinin', 'AMBIENCE#GENERAL', 'positive']]","Kedilerin kovalaması bahçe atmosferini olumlu etkiliyor, mutluluk ifadesi var."
Baklavada fıstığı ara ki bulasın.,"[('fıstığı', 'FOOD#STYLE_OPTIONS', 'negative')]","[['fıstığı', 'FOOD#QUALITY', 'negative']]",Az fıstık olması baklava kalitesine olumsuz yorumdur.
Balik ve deniz ürünlerini çok sevmeyenler Balik KFCsi kıvamında olduğu ve Kızartma bol olduğu için sevebilirler.,"[('Kızartma', 'FOOD#STYLE_OPTIONS', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Baliklarin yanina Rum ve ermeni mutfagindan mezelerde pek bir yakisiyor.,"[('mezelerde', 'FOOD#QUALITY', 'positive')]","[['mezelerde', 'FOOD#QUALITY', 'positive']]",Mezelerin balıklarla uyumluluğu olumlu değerlendirilmiş.
Balkon/teras bölümü de cidden çok küçük.,"[('Balkon/teras bölümü', 'AMBIENCE#GENERAL', 'negative')]","[['Balkon/teras bölümü', 'AMBIENCE#GENERAL', 'negative']]",Metin 'Balkon/teras bölümü' için 'çok küçük' diyerek negatif ambiyans belirtiyor.
Balıklarından daha çok kendine has mezeleriyle ön plana çıkmış Alkolsüz bir Balıkçı .,"[('mezeleriyle', 'FOOD#STYLE_OPTIONS', 'positive')]","[['mezeleriyle', 'FOOD#QUALITY', 'positive']]","Kendine has mezeleri övüyor, balık ve alkolsüzlük için net duygu yok."
Balığın fast food gibi yenildiği yer.,"[('Balığın', 'FOOD#STYLE_OPTIONS', 'neutral')]",[],JSON_ERROR: Unterminated string starting at: line 2 column 28 (char 29)
Baslangiclarinin bir cogunu denedik hepside enfes.,"[('Baslangiclarinin', 'FOOD#QUALITY', 'positive')]","[['Baslangiclarinin', 'FOOD#QUALITY', 'positive']]","Review praises starters as 'enfes', indicating positive food quality."
Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,"[('müzik', 'AMBIENCE#GENERAL', 'positive'), ('mezeyi', 'FOOD#QUALITY', 'positive'), ('yemekler', 'FOOD#QUALITY', 'positive'), ('mekan', 'RESTAURANT#GENERAL', 'positive'), ('fiyatlar', 'RESTAURANT#PRICES', 'negative'), ('ortam', 'AMBIENCE#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.,"[('serviste', 'SERVICE#GENERAL', 'negative')]","[['serviste', 'SERVICE#GENERAL', 'negative'], ['kalabalık', 'AMBIENCE#GENERAL', 'negative']]","Metinde servis aksaklığı ve kalabalık şikayeti var, her ikisi de olumsuz."
Bazı çeşitler kebapla çok alakasız olabiliyor.,"[('çeşitler', 'FOOD#STYLE_OPTIONS', 'negative')]","[['çeşitler', 'FOOD#STYLE_OPTIONS', 'negative']]","Bazı çeşitlerin kebapla ilgisi olmadığı belirtilmiş, olumsuz."
"Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii.","[('gelecek', 'SERVICE#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Begendim diyebilirim.,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]",Generic positive review about the restaurant overall.
Begenmedim malesef.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Genel olumsuz yorum, spesifik hedef yok."
Beklentimin üstündeydi.,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]","Genel olarak beklentiyi aştığı belirtilmiş, özel bir yön yok."
Belediye bu isletmenin ruhsatini acil olarak iptal etmelidir.,"[('isletmenin', 'RESTAURANT#GENERAL', 'negative')]","[['isletmenin', 'RESTAURANT#GENERAL', 'negative']]","Review expresses strong negative sentiment toward the establishment overall, no specific aspects."
Belki mekanin üst kisminda otursaydik büyük bir ihtimal manzarada vardir ama biz maalesef otoparkta oturdugumuz için arabadan ve agaçtan bir sey göremedik.,"[('otoparkta', 'AMBIENCE#GENERAL', 'negative')]","[['otoparkta', 'AMBIENCE#GENERAL', 'negative']]","Otopark alanında oturulduğu için manzara görülememiş, ambians olumsuz."
Belli bir saate kadar bistro seklinde olusu da guzel.,"[('bistro seklinde olusu', 'RESTAURANT#GENERAL', 'positive')]","[['bistro seklinde olusu', 'RESTAURANT#GENERAL', 'positive']]","Tek olumlu ifade bistro tarzı, genel restoran kategorisine uygun."
Ben artık happy moons u beğenmiyorum.,"[('happy moons', 'RESTAURANT#GENERAL', 'negative')]","[['happy moons', 'RESTAURANT#GENERAL', 'negative']]",Mevcut etiket doğru; metin restoranı beğenmediğini belirtiyor.
"Ben bi tek çilekli limonatasını beğendim, çok tavsiye etmem","[('', 'RESTAURANT#GENERAL', 'negative'), ('çilekli limonatasını', 'DRINKS#QUALITY', 'positive')]","[['', 'RESTAURANT#GENERAL', 'negative'], ['çilekli limonatasını', 'DRINKS#QUALITY', 'positive']]","Mevcut etiketler doğru: sadece limonata beğenilmiş, genel olumsuz."
Ben farkli zamanlarda gittim ama mekanin kimligi enerjisi bana hitap etmiyor...,"[('mekanin kimligi enerjisi', 'RESTAURANT#GENERAL', 'negative')]","[['mekanin kimligi enerjisi', 'AMBIENCE#GENERAL', 'negative']]","Mekanın kimliği ve enerjisi ambiyans kapsamında değerlendirildi, olumsuz."
Ben gittiğimde bir pizzayı hiç bir zaman kendim bitiremiyorum.,"[('pizzayı', 'FOOD#STYLE_OPTIONS', 'positive')]",[],Cümle pizzanın bitirilemediğini söylüyor ancak olumlu/olumsuz bir ifade yok.
"Ben çıtır pide sevenlerdenim, dolayısıyla siparişi verirken özellikle rica ettim ve gerçekten de çitir çitir pide geldi.","[('pide', 'FOOD#STYLE_OPTIONS', 'positive')]","[['pide', 'FOOD#QUALITY', 'positive']]",Mevcut etiket 'STYLE_OPTIONS' yerine 'QUALITY' daha uygun çünkü çıtırlık kaliteye işaret ediyor.
Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm.,"[('dönerini ve kavurmali pidesini', 'FOOD#QUALITY', 'positive')]","[['dönerini ve kavurmali pidesini', 'FOOD#QUALITY', 'positive']]",Existing triplet correctly captures the positive sentiment towards the food quality from the recommendation.
Bence burgerleri ve pizzasi Kanyon'da yenebilecek acik ara en iyi.,"[('burgerleri ve pizzasi', 'FOOD#QUALITY', 'positive')]","[['burgerleri ve pizzasi', 'FOOD#QUALITY', 'positive']]","Review praises burgers and pizza as the best, positive food quality."
Bence istanbulda iyi denilen mekanlarda bile meze probleni var.,"[('meze', 'FOOD#QUALITY', 'negative')]","[['meze', 'FOOD#QUALITY', 'negative']]",Meze kalitesiyle ilgili olumsuz ifade.
Bence orada en leziz olan lavaş.,"[('lavaş', 'FOOD#QUALITY', 'positive')]","[['lavaş', 'FOOD#QUALITY', 'positive']]","Review states lavaş is 'en leziz' (most delicious), clearly positive food quality."
Bendemi var bir hoşnutsuzluk anlamadım.,"[('', 'RESTAURANT#GENERAL', 'negative')]",[],Review is a rhetorical question with no explicit aspect or sentiment.
"Benim tavsiyem vanilya aromalı bourban vanilla, tatlı ihtiyacınız içinse damla sakızlı mastika keki.","[('bourban vanilla', 'DRINKS#QUALITY', 'positive'), ('damla sakızlı mastika keki', 'FOOD#QUALITY', 'positive')]","[['vanilya aromalı bourban vanilla', 'DRINKS#QUALITY', 'positive'], ['damla sakızlı mastika keki', 'FOOD#QUALITY', 'positive']]","Review positively recommends both items as suggestions, indicating quality."
"Berbat bir yer,insanlarin sefil oldugu,göcmen burosuna sıra bekleyen biri gibi hissettim,rezalet...","[('yer', 'RESTAURANT#GENERAL', 'negative'), ('sıra', 'SERVICE#GENERAL', 'negative')]","[['yer', 'RESTAURANT#GENERAL', 'negative']]","Only 'yer' explicitly mentioned negatively; 'sıra' is metaphorical, not service aspect."
Berbat biyer rezervasyon yaptirdigim halde misafirlerime rezil oldum rezalet biyer calisanlarin tavirlari olsun ilgileri herseyi rezalet otesi,"[('biyer', 'RESTAURANT#GENERAL', 'negative'), ('calisanlarin tavirlari', 'SERVICE#GENERAL', 'negative')]","[['biyer', 'RESTAURANT#GENERAL', 'negative'], ['calisanlarin tavirlari', 'SERVICE#GENERAL', 'negative'], ['ilgileri', 'SERVICE#GENERAL', 'negative']]","Yer, çalışan tavırları ve ilgileri olumsuz. Rezervasyon etkisiz."
"Bereketli bir mekan hafta içi,cumartesi kuyruk kapıda.","[('mekan', 'RESTAURANT#GENERAL', 'positive')]","[['mekan', 'RESTAURANT#GENERAL', 'conflict']]","Bereketli pozitif, kuyruk negatif; çelişkili."
Besiktaki en hakiki pideci diyebilirim.,"[('pideci', 'FOOD#QUALITY', 'positive')]","[['pideci', 'FOOD#QUALITY', 'positive']]","Review states it's the most authentic pide maker in Besiktas, implying high food quality."
Besiktas ta merkezi yerde.,"[('yerde', 'LOCATION#GENERAL', 'positive')]","[['merkezi yerde', 'AMBIENCE#GENERAL', 'positive']]","Merkezi konum olumlu, LOCATION uygun kategori değil, AMBIENCE'e çevrildi."
Beşiktaş'ta tam otobüs duraklarının arkasında olmasından dolayı ulaşımı çok kolay ve fiyatları elbette çok makul.,"[('fiyatları', 'RESTAURANT#GENERAL', 'positive'), ('ulaşımı', 'LOCATION#GENERAL', 'positive')]",[],JSON_ERROR: Unterminated string starting at: line 2 column 34 (char 35)
Beşiktaş'ın göbeğinde.,"[(""Beşiktaş'ın göbeğinde"", 'LOCATION#GENERAL', 'positive')]",[],Review only mentions location; not a valid restaurant aspect.
Bi dakka bekleyin işim var görüyorsunuz tarzı bir fırça.,"[('', 'SERVICE#GENERAL', 'negative')]","[['', 'SERVICE#GENERAL', 'negative']]","Müşteriye kaba bir şekilde bekletme, olumsuz servis."
Biberler kizartilmadan atilmis içine.,"[('Biberler', 'FOOD#QUALITY', 'negative')]","[['Biberler', 'FOOD#QUALITY', 'negative']]","Biberler kızartılmadan atılmış, olumsuz bir kalite sorunu belirtiyor."
Big Chefs isminin verdiği güven ve muhitinde rakibi olmaması yüzünden sürekli dolu olabilir ama böyle giderlerse çok müşteri kaybederler.,"[('müşteri', 'SERVICE#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Big chefs her daim şişirilmiş bir kafedir.,"[('kafedir', 'RESTAURANT#GENERAL', 'negative')]","[['Big chefs', 'RESTAURANT#GENERAL', 'negative']]",'şişirilmiş' overhyped implies negative general opinion.
Bildiğin çiftlik balığı geldi.,"[('çiftlik balığı', 'FOOD#QUALITY', 'negative')]","[['çiftlik balığı', 'FOOD#QUALITY', 'negative']]","Tek duygu, farmed fish'in düşük kalite ima etmesiyle negatif."
Bir Hatay künefesiyle kiyaslamasam tabi ki ama lezzetliydi.,"[('künefesiyle', 'FOOD#QUALITY', 'positive')]","[['künefesiyle', 'FOOD#QUALITY', 'positive']]","Metinde künefenin lezzetli olduğu belirtilmiş, olumlu."
"Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem .","[('kavanoz tatlıya', 'FOOD#PRICES', 'negative'), ('ayvalık tostuna', 'FOOD#PRICES', 'negative'), ('mekana', 'RESTAURANT#GENERAL', 'negative')]","[['ayvalık tostuna', 'FOOD#PRICES', 'negative'], ['kavanoz tatlıya', 'FOOD#PRICES', 'negative'], ['mekana', 'RESTAURANT#GENERAL', 'negative']]","Price complaints for food items and overall negative sentiment towards the place, all correctly captured."
Bir daha asla!,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]",Explicit negative sentiment towards entire restaurant.
Bir daha gider miyim?,"[('', 'RESTAURANT#GENERAL', 'neutral')]",[],"Metin sadece soru içeriyor, herhangi bir aspekt veya duygu belirtmiyor."
Bir daha gitmem,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Review 'Bir daha gitmem' expresses negative overall sentiment, no specific aspect mentioned."
Bir de dükkanın minyatür haldeki maketi çok tatlı.,"[('maketi', 'AMBIENCE#GENERAL', 'positive')]","[['dükkanın minyatür haldeki maketi', 'AMBIENCE#GENERAL', 'positive']]",Maket açıkça ambiyans öğesi olarak olumlu yorumlanmış.
Bir de mantar çanakları denenebilir.,"[('mantar çanakları', 'FOOD#QUALITY', 'positive')]","[['mantar çanakları', 'FOOD#QUALITY', 'positive']]","Review suggests trying mushroom dishes, implying positive quality."
Bir de çeşitli homemade ice tea ve limonataları gerçekten başarılı :,"[('ice tea ve limonataları', 'DRINKS#QUALITY', 'positive')]","[['homemade ice tea ve limonataları', 'DRINKS#QUALITY', 'positive']]",Drinks quality praised: homemade ice tea and lemonades described as başarılı (successful).
Bir de üzerine bolca findik dökülmüs firin sütlaci yedin mi daha ne olsun.,"[('firin sütlaci', 'FOOD#QUALITY', 'positive')]","[['firin sütlaci', 'FOOD#QUALITY', 'positive']]",Clear positive sentiment towards firin sütlaci with hazelnuts.
Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu.,"[('demlik çay', 'DRINKS#QUALITY', 'negative')]","[['demlik çay', 'DRINKS#QUALITY', 'negative']]",Çayın musluk suyuyla yapılıp küf kokması kalitesizliği gösterir.
"Bir gun once ayni saatte oglen menusu getiren garson, bir gun sonra kustahca ""dun insiyatif alip getirdim ama bundan sonra vermem olur biter"" diyerek getirmedi.","[('garson', 'SERVICE#GENERAL', 'negative')]","[['garson', 'SERVICE#GENERAL', 'negative']]",Waiter's rude refusal to bring lunch menu shows negative service.
Bir kebapci icin olmazsa olmaz olan iyi servis ve guleryuzlu ilgili personeli burda hayal bile etmeyin.,"[('personeli', 'SERVICE#GENERAL', 'negative'), ('servis', 'SERVICE#GENERAL', 'negative')]","[['servis', 'SERVICE#GENERAL', 'negative'], ['personeli', 'SERVICE#GENERAL', 'negative']]","Review states good service and friendly staff are not present, clearly negative."
"Bir kere gittim, bir daha gitmem.","[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]",Review expresses overall dissatisfaction with no specific aspect.
Bir kez daha sans vereceğim.,"[('', 'RESTAURANT#GENERAL', 'neutral')]","[['', 'RESTAURANT#GENERAL', 'neutral']]",Review implies neutral sentiment about giving another chance; no specific aspect mentioned.
Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim.,"[('ücrete', 'DRINKS#PRICES', 'negative'), ('', 'DRINKS#QUALITY', 'negative')]","[['paket çay', 'DRINKS#PRICES', 'negative'], ['paket çay', 'DRINKS#QUALITY', 'negative']]","Ödenen ücrete göre daha iyi bir şey bekleniyor, fiyat ve kalite negatif."
Bir peynirli tostu bile çok özenle sunuyorlar.,"[('sunuyorlar', 'SERVICE#GENERAL', 'positive')]","[['peynirli tost', 'FOOD#QUALITY', 'positive']]",Peynirli tostun özenle sunulması olumlu bir yemek kalitesi göstergesidir.
"Bir tabaga 5 farkli cesit isteyebilirsiniz, ozellikle bugday salatasi ve havuc salatasi muhtesem mutlaka deneyin","[('havuc salatasi', 'FOOD#QUALITY', 'positive'), ('bugday salatasi', 'FOOD#QUALITY', 'positive')]","[['havuc salatasi', 'FOOD#QUALITY', 'positive'], ['bugday salatasi', 'FOOD#QUALITY', 'positive']]","Review praises bugday salatasi and havuc salatasi as muhtesem, positive FOOD#QUALITY."
Bir yandan iyi pesinizde dolanan garsonlar yok.,"[('garsonlar', 'SERVICE#GENERAL', 'positive')]","[['garsonlar', 'SERVICE#GENERAL', 'positive']]","Review states absence of hovering waiters is good, positive service aspect."
Bir yanı benzinlik bir yanı mezarlık manzaralı ama çokta tutan bir cafe.,"[('manzaralı', 'AMBIENCE#GENERAL', 'negative'), ('cafe', 'RESTAURANT#GENERAL', 'positive')]",[],JSON_ERROR: Expecting property name enclosed in double quotes: line 2 column 111 (char 112)
"Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle !","[('içecekler', 'DRINKS#STYLE_OPTIONS', 'negative'), ('garsonlar', 'SERVICE#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
"Bira dışında başka bir şey içmenizi istemeyen mekan, bira 7,8 lira iken votka 25, şarap 17.5...","[('votka', 'DRINKS#PRICES', 'negative'), ('şarap', 'DRINKS#PRICES', 'negative')]","[['mekan', 'RESTAURANT#GENERAL', 'negative'], ['votka', 'DRINKS#PRICES', 'negative'], ['şarap', 'DRINKS#PRICES', 'negative']]",Mekanın bira dışında içki istememesi ve yüksek fiyatlar negative.
"Biraz boğucu bir mekan, haftasonlari özellikle çok kalabalık oluyor.","[('mekan', 'AMBIENCE#GENERAL', 'negative')]","[['mekan', 'AMBIENCE#GENERAL', 'negative']]",Mekanın boğucu ve kalabalık olması ambiyans için olumsuz.
Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.,"[('ortamini', 'AMBIENCE#GENERAL', 'negative')]","[['ortamini', 'AMBIENCE#GENERAL', 'negative']]","Review implies environment needs improvement, negative sentiment."
"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.","[('müşteri', 'RESTAURANT#PRICES', 'negative'), ('yerlerden', 'RESTAURANT#GENERAL', 'negative'), ('kafe yemekleriyle', 'FOOD#STYLE_OPTIONS', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,"[('manzara', 'AMBIENCE#GENERAL', 'negative'), ('kebaplar', 'FOOD#QUALITY', 'negative'), ('lezzette', 'FOOD#QUALITY', 'negative'), ('', 'RESTAURANT#GENERAL', 'negative'), ('garsonlar', 'SERVICE#GENERAL', 'negative'), ('göztepe subesi', 'SERVICE#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Birden çok pizza denemek adına pizzanın iki yarısını farklı yaptırın derim.,"[('pizzanın iki yarısını', 'FOOD#STYLE_OPTIONS', 'positive')]","[['pizzanın iki yarısını', 'RESTAURANT#GENERAL', 'positive']]",Özelleştirme seçeneği olumlu; mevcut etiket standart dışı.
Birinin bu sorunu çözmesi gerekir,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Review implies a problem, negative sentiment, no specific target mentioned."
Biz erken saatte gittik ama akşamları romantik bir yemek için oldukça ideal bir mekan...,"[('mekan', 'AMBIENCE#GENERAL', 'positive')]","[['mekan', 'AMBIENCE#GENERAL', 'positive']]","Review'da mekanın romantik yemek için ideal olduğu belirtiliyor, olumlu."
Biz sormadan getirdigimizde bilgilendirmesi lazimdi.,"[('bilgilendirmesi', 'SERVICE#GENERAL', 'negative')]","[['', 'SERVICE#GENERAL', 'negative']]","Müşteri, servisin bilgilendirme yapmamasından şikayetçi."
Bize bakan garson yuksek ses ile siparis almasi ayri bir entresan...,"[('garson', 'SERVICE#GENERAL', 'negative')]","[['garson', 'SERVICE#GENERAL', 'negative']]",Metinde garsonun yüksek sesle sipariş alması olumsuz olarak değerlendirilir.
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü.","[('yemeği', 'FOOD#QUALITY', 'negative'), ('servis', 'SERVICE#GENERAL', 'negative')]","[['yemeği', 'FOOD#QUALITY', 'negative'], ['servis', 'SERVICE#GENERAL', 'negative']]",Review states food worst and service very bad.
